,Date,Activity Type,Activity Title,Session Type,Sesson Title,Start Time,End Time,Jersey No.,Position,Age,Height (cm),Weight (kg),Duration (min),Total Distance (m),Distance/min (m/min),RPE,Injury,Unnamed: 14,Unnamed: 15,Unnamed: 16
82,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47409,CM,32,186,78,57,"4,476.90",78.9,7,No,,,
83,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47410,WF,29,185,80,57,"4,692.20",82.7,6,No,,,
84,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47411,CAM,25,186,84,57,"4,494.90",79.3,4,No,,,
85,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47412,CF,29,186,79,57,"4,411.60",77.8,7,No,,,
86,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47413,WF,26,166,65,57,"4,469.10",78.9,3,No,,,
87,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47414,CM,30,186,80,57,"4,954.30",87.4,4,No,,,
88,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47415,CM,27,178,75,57,"4,269.90",75.3,3,No,,,
89,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47416,FB,23,180,82,57,"4,291.50",75.7,4,No,,,
90,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47420,WF,27,164,65,57,"4,589.50",80.9,5,No,,,
92,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47423,CB,36,173,78,57,"4,217.30",74.4,4,No,,,
93,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47425,FB,30,173,72,57,"4,548.30",80.2,7,No,,,
94,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47426,CF,23,188,82,57,"4,243.00",74.8,7,No,,,
95,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47427,CDM,30,181,76,57,"4,931.80",87,7,No,,,
60,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47406,CB,30,189,86,66,"3,789.40",57.5,3,No,,,
61,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47407,CB,24,188,89,66,"4,279.00",65,3,No,,,
62,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47409,CM,32,186,78,66,"4,153.10",63.1,5,No,,,
63,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47410,WF,29,185,80,66,"3,755.50",57,5,No,,,
64,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47411,CAM,25,186,84,66,"4,279.00",65,3,No,,,
65,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47412,CF,29,186,79,66,"3,956.70",60.1,5,No,,,
66,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47413,WF,26,166,65,66,"4,056.00",61.6,4,No,,,
67,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47414,CM,30,186,80,66,"4,862.60",73.8,4,No,,,
68,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47415,CM,27,178,75,66,"3,676.30",55.8,3,No,,,
69,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47416,FB,23,180,82,66,"4,146.80",63,4,No,,,
70,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47420,WF,27,164,65,66,"4,076.20",61.9,6,No,,,
71,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47423,CB,36,173,78,66,"3,553.80",54,4,No,,,
72,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47425,FB,30,173,72,66,"4,099.70",62.3,5,No,,,
73,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47426,CF,23,188,82,66,"3,508.10",53.3,5,No,,,
74,06/01/2023,Training,Speed,Full Session,Full Session,06/01/2023 09:36,06/01/2023 11:36,47427,CDM,30,181,76,66,"4,432.00",67.3,5,No,,,
29,09/01/2023,Training,Recovery,Full Session,Full Session,09/01/2023 16:10,09/01/2023 17:30,47410,WF,29,185,80,65,"6,015.70",92.5,8,No,,,
30,09/01/2023,Training,Recovery,Full Session,Full Session,09/01/2023 16:10,09/01/2023 17:30,47420,WF,27,164,65,65,"6,016.70",92.5,7,No,,,
31,09/01/2023,Training,Recovery,Full Session,Full Session,09/01/2023 16:10,09/01/2023 17:30,47422,FB,34,173,86,65,"5,765.60",88.6,6,No,,,
32,09/01/2023,Training,Recovery,Full Session,Full Session,09/01/2023 16:10,09/01/2023 17:30,47423,CB,36,173,78,52,"3,171.50",61.3,5,No,,,
33,09/01/2023,Training,Recovery,Full Session,Full Session,09/01/2023 16:10,09/01/2023 17:30,47426,CF,23,188,82,65,"5,479.30",84.2,8,No,,,
34,09/01/2023,Training,Recovery,Full Session,Full Session,09/01/2023 16:10,09/01/2023 17:30,47428,CB,37,180,85,65,"6,031.20",92.7,5,No,,,
40,10/01/2023,Training,Endurance,Full Session,Full Session,10/01/2023 15:52,10/01/2023 17:34,47406,CB,30,189,86,74,"6,496.20",87.4,4,No,,,
41,10/01/2023,Training,Endurance,Full Session,Full Session,10/01/2023 15:52,10/01/2023 17:34,47409,CM,32,186,78,79,"7,424.60",94,8,No,,,
42,10/01/2023,Training,Endurance,Full Session,Full Session,10/01/2023 15:52,10/01/2023 17:34,47410,WF,29,185,80,79,"6,251.90",79.1,7,No,,,
43,10/01/2023,Training,Endurance,Full Session,Full Session,10/01/2023 15:52,10/01/2023 17:34,47411,CAM,25,186,84,79,"8,174.30",103.5,8,Yes,,,
44,10/01/2023,Training,Endurance,Full Session,Full Session,10/01/2023 15:52,10/01/2023 17:34,47414,CM,30,186,80,79,"8,457.50",107.1,4,No,,,
45,10/01/2023,Training,Endurance,Full Session,Full Session,10/01/2023 15:52,10/01/2023 17:34,47415,CM,27,178,75,79,"7,616.60",96.4,4,No,,,
46,10/01/2023,Training,Endurance,Full Session,Full Session,10/01/2023 15:52,10/01/2023 17:34,47416,FB,23,180,82,79,"7,328.00",92.8,4,No,,,
47,10/01/2023,Training,Endurance,Full Session,Full Session,10/01/2023 15:52,10/01/2023 17:34,47421,WF,25,176,69,79,"7,747.50",98.1,,No,,,
48,10/01/2023,Training,Endurance,Full Session,Full Session,10/01/2023 15:52,10/01/2023 17:34,47423,CB,36,173,78,79,"7,572.20",95.9,6,No,,,
49,10/01/2023,Training,Endurance,Full Session,Full Session,10/01/2023 15:52,10/01/2023 17:34,47427,CDM,30,181,76,79,"8,233.00",104.2,7,No,,,
24,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47407,CB,24,188,89,57,"3,185.40",55.5,2,No,,,
25,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47409,CM,32,186,78,57,"3,647.30",63.5,2,No,,,
26,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47410,WF,29,185,80,57,"3,126.80",54.5,2,No,,,
27,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47411,CAM,25,186,84,57,"3,714.50",64.7,2,No,,,
28,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47412,CF,29,186,79,57,"3,251.80",56.7,3,No,,,
29,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47413,WF,26,166,65,57,"3,509.90",61.1,1,No,,,
30,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47414,CM,30,186,80,57,"3,711.60",64.7,2,No,,,
31,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47415,CM,27,178,75,57,"3,393.80",59.1,1,No,,,
32,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47416,FB,23,180,82,56,"3,495.70",62.1,2,No,,,
33,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47420,WF,27,164,65,57,"3,799.30",66.2,3,No,,,
34,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47422,FB,34,173,86,57,"3,598.60",62.7,2,No,,,
35,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47423,CB,36,173,78,57,"3,227.80",56.2,2,No,,,
36,11/01/2023,Training,Speed,Full Session,Full Session,11/01/2023 18:20,11/01/2023 19:30,47427,CDM,30,181,76,57,"3,690.70",64.3,3,No,,,
48,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47406,CB,30,189,86,61,"3,595.70",59,5,No,,,
49,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47407,CB,24,188,89,61,"3,910.30",64.2,4,No,,,
50,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47409,CM,32,186,78,61,"3,849.40",63.2,6,No,,,
51,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47411,CAM,25,186,84,61,"4,535.90",74.4,4,No,,,
52,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47412,CF,29,186,79,61,"4,034.60",66.2,7,No,,,
53,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47413,WF,26,166,65,61,"3,578.30",58.7,4,No,,,
54,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47414,CM,30,186,80,61,"4,388.10",72,4,No,,,
55,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47415,CM,27,178,75,61,"3,945.60",64.7,3,No,,,
56,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47416,FB,23,180,82,61,"4,064.20",66.7,4,No,,,
57,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47420,WF,27,164,65,61,"4,266.70",70,7,No,,,
58,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47422,FB,34,173,86,61,"4,095.60",67.2,8,No,,,
59,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47423,CB,36,173,78,61,"3,748.30",61.5,5,No,,,
60,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47425,FB,30,173,72,61,"3,865.60",63.4,7,No,,,
61,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47426,CF,23,188,82,61,"3,567.90",58.5,6,No,,,
62,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47427,CDM,30,181,76,61,"4,100.40",67.3,7,No,,,
63,16/01/2023,Training,Endurance,Full Session,Full Session,16/01/2023 16:03,16/01/2023 17:30,47428,CB,37,180,85,61,"4,068.70",66.8,5,No,,,
29,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47406,CB,30,189,86,40,"3,865.70",96.2,5,No,,,
30,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47407,CB,24,188,89,52,"4,943.70",94.8,4,No,,,
31,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47410,WF,29,185,80,48,"5,588.80",116.6,8,No,,,
32,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47411,CAM,25,186,84,52,"6,834.70",131.1,7,Yes,,,
33,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47412,CF,29,186,79,52,"5,936.70",113.9,8,No,,,
34,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47413,WF,26,166,65,48,"5,199.20",108.4,5,No,,,
35,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47414,CM,30,186,80,83,"9,062.90",109.6,6,No,,,
36,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47415,CM,27,178,75,48,"5,773.50",120.4,5,No,,,
37,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47416,FB,23,180,82,52,"6,131.00",117.6,5,No,,,
38,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47420,WF,27,164,65,83,"8,947.70",107.8,7,Yes,,,
39,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47422,FB,34,173,86,62,"6,359.70",102.4,5,No,,,
40,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47425,FB,30,173,72,48,"5,980.00",124.7,7,No,,,
41,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47426,CF,23,188,82,48,"5,064.40",105.6,6,No,,,
42,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47427,CDM,30,181,76,48,"5,823.60",121.5,6,No,,,
43,17/01/2023,Training,Friendly Match,Full Session,Full Session,17/01/2023 16:03,17/01/2023 18:03,47428,CB,37,180,85,52,"6,474.10",124.2,6,No,,,
65,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47406,CB,30,189,86,79,"4,706.50",59.8,4,No,,,
66,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47407,CB,24,188,89,79,"4,375.80",55.6,4,No,,,
67,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47409,CM,32,186,78,79,"5,323.60",67.6,6,No,,,
68,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47410,WF,29,185,80,79,"5,197.00",66,6,No,,,
69,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47411,CAM,25,186,84,11,65.5,5.9,4,No,,,
70,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47412,CF,29,186,79,79,"4,890.90",62.1,5,No,,,
71,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47413,WF,26,166,65,79,"4,884.00",62,3,No,,,
72,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47414,CM,30,186,80,79,"5,699.40",72.4,4,No,,,
73,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47415,CM,27,178,75,79,"5,122.10",65,4,No,,,
74,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47416,FB,23,180,82,79,"5,523.90",70.1,4,No,,,
76,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47422,FB,34,173,86,79,"4,904.00",62.3,5,No,,,
77,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47423,CB,36,173,78,79,"4,346.00",55.2,4,No,,,
78,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47425,FB,30,173,72,79,"4,658.10",59.2,5,No,,,
79,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47426,CF,23,188,82,79,"4,884.20",62,6,No,,,
80,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47427,CDM,30,181,76,79,505.3,6.4,3,No,,,
81,19/01/2023,Training,Speed,Full Session,Full Session,19/01/2023 15:54,19/01/2023 17:54,47428,CB,37,180,85,79,503.9,6.4,3,No,,,
0,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47406,CB,30,189,86,59,"3,498.20",59.1,3,No,,,
1,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47407,CB,24,188,89,62,"3,813.10",61.2,3,No,,,
2,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47409,CM,32,186,78,58,"3,710.00",63.6,5,No,,,
3,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47410,WF,29,185,80,64,"3,693.00",57.3,5,No,,,
4,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47411,CAM,25,186,84,53,"4,157.20",77.8,3,No,,,
5,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47412,CF,29,186,79,62,"3,414.40",55.4,5,No,,,
6,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47413,WF,26,166,65,62,"3,877.70",62.6,3,No,,,
7,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47414,CM,30,186,80,65,"4,549.70",70,3,No,,,
8,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47415,CM,27,178,75,62,"3,810.50",61,3,No,,,
9,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47416,FB,23,180,82,62,"4,170.50",67.1,4,No,,,
10,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47420,WF,27,164,65,61,"4,180.40",68.3,6,No,,,
11,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47422,FB,34,173,86,60,"3,448.80",57.9,3,No,,,
12,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47425,FB,30,173,72,57,"3,496.30",60.9,5,No,,,
13,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47426,CF,23,188,82,61,"3,671.30",60.3,6,No,,,
14,20/01/2023,Training,Activation,Full Session,Full Session,20/01/2023 14:05,20/01/2023 15:10,47427,CDM,30,181,76,60,"3,676.80",61,6,No,,,
52,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47406,CB,30,189,86,70,"4,494.50",63.9,3,No,,,
53,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47407,CB,24,188,89,70,"4,916.00",69.9,3,No,,,
54,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47409,CM,32,186,78,70,"5,141.20",73.1,7,No,,,
55,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47411,CAM,25,186,84,70,"5,171.10",73.5,5,No,,,
56,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47412,CF,29,186,79,70,"4,580.70",65.1,5,No,,,
57,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47413,WF,26,166,65,70,"4,684.30",66.6,4,No,,,
58,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47415,CM,27,178,75,70,"4,662.90",66.3,4,No,,,
59,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47416,FB,23,180,82,70,"4,793.80",68.1,4,No,,,
60,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47420,WF,27,164,65,70,"4,810.90",68.5,6,No,,,
61,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47422,FB,34,173,86,70,"4,511.50",64.1,5,No,,,
62,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47423,CB,36,173,78,70,"4,387.00",62.3,5,No,,,
63,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47425,FB,30,173,72,69,"4,498.50",65.3,6,No,,,
64,24/01/2023,Training,Strength,Full Session,Full Session,24/01/2023 16:09,24/01/2023 17:47,47427,CDM,30,181,76,70,"4,926.90",70.3,6,No,,,
62,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47406,CB,30,189,86,74,"5,878.30",78.9,5,No,,,
63,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47407,CB,24,188,89,74,"5,854.50",78.6,4,No,,,
64,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47409,CM,32,186,78,74,"6,438.60",86.4,7,No,,,
65,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47410,WF,29,185,80,74,"5,772.30",77.5,7,No,,,
66,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47411,CAM,25,186,84,74,"7,007.10",94.1,4,No,,,
67,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47412,CF,29,186,79,74,"6,115.70",82.1,8,No,,,
68,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47413,WF,26,166,65,74,"5,958.60",80,4,No,,,
69,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47414,CM,30,186,80,74,"7,074.90",95,5,No,,,
70,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47415,CM,27,178,75,74,"6,711.60",90.1,4,No,,,
71,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47416,FB,23,180,82,74,"6,081.70",81.7,5,No,,,
72,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47420,WF,27,164,65,74,"6,680.00",89.7,6,No,,,
73,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47422,FB,34,173,86,74,"5,792.00",77.8,5,No,,,
74,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47423,CB,36,173,78,74,"5,803.50",77.9,5,No,,,
75,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47425,FB,30,173,72,74,"5,913.00",79.4,7,No,,,
76,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47426,CF,23,188,82,32,"2,251.00",70.5,6,No,,,
77,25/01/2023,Training,Endurance,Full Session,Full Session,25/01/2023 16:11,25/01/2023 17:43,47427,CDM,30,181,76,74,"6,970.50",93.6,7,No,,,
47,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47406,CB,30,189,86,60,"3,109.10",51.5,2,No,,,
48,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47408,CB,20,180,75,62,"3,550.80",56.8,4,No,,,
49,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47409,CM,32,186,78,62,"3,662.10",58.6,4,No,,,
50,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47410,WF,29,185,80,62,"3,322.20",53.2,5,No,,,
51,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47411,CAM,25,186,84,62,"3,603.80",57.7,3,No,,,
52,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47412,CF,29,186,79,62,"3,233.60",51.8,6,No,,,
53,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47413,WF,26,166,65,47,"2,088.10",44.3,1,No,,,
54,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47414,CM,30,186,80,62,"3,992.30",63.9,2,No,,,
55,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47415,CM,27,178,75,60,"3,456.40",57.7,2,No,,,
56,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47416,FB,23,180,82,62,"3,681.20",59.4,4,No,,,
57,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47420,WF,27,164,65,62,"3,728.20",59.7,5,No,,,
58,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47422,FB,34,173,86,62,"3,979.60",63.7,3,No,,,
59,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47423,CB,36,173,78,62,"3,290.10",52.7,3,No,,,
60,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47425,FB,30,173,72,60,"3,432.70",57.1,5,No,,,
61,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47426,CF,23,188,82,62,"3,501.30",56.1,7,No,,,
62,26/01/2023,Training,Speed,Full Session,Full Session,26/01/2023 16:25,26/01/2023 17:45,47427,CDM,30,181,76,62,"3,728.80",59.7,7,No,,,
43,30/01/2023,Training,Recovery,Full Session,Full Session,30/01/2023 16:25,30/01/2023 17:30,47409,CM,32,186,78,39,"2,771.80",70.5,4,No,,,
44,30/01/2023,Training,Recovery,Full Session,Full Session,30/01/2023 16:25,30/01/2023 17:30,47410,WF,29,185,80,39,"2,627.40",66.8,5,No,,,
45,30/01/2023,Training,Recovery,Full Session,Full Session,30/01/2023 16:25,30/01/2023 17:30,47411,CAM,25,186,84,47,"3,588.10",75.8,3,No,,,
46,30/01/2023,Training,Recovery,Full Session,Full Session,30/01/2023 16:25,30/01/2023 17:30,47412,CF,29,186,79,47,"3,598.60",76,4,No,,,
47,30/01/2023,Training,Recovery,Full Session,Full Session,30/01/2023 16:25,30/01/2023 17:30,47413,WF,26,166,65,26,"1,702.10",66.1,1,No,,,
48,30/01/2023,Training,Recovery,Full Session,Full Session,30/01/2023 16:25,30/01/2023 17:30,47414,CM,30,186,80,39,"2,984.60",75.9,2,No,,,
49,30/01/2023,Training,Recovery,Full Session,Full Session,30/01/2023 16:25,30/01/2023 17:30,47420,WF,27,164,65,39,"2,882.90",73.3,4,No,,,
50,30/01/2023,Training,Recovery,Full Session,Full Session,30/01/2023 16:25,30/01/2023 17:30,47422,FB,34,173,86,47,"3,602.10",76.1,7,No,,,
